id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,M_score,distance_center_km,R_value,R_score,F_score,Segment
42128478,City Center♥1BR Rooftop Pool+Yoga+Netflix Walk-BTS,267746594,Windy,Khlong Toei,13.72636,100.56505,Entire home/apt,1999,28,11,2022-11-28,0.33,37,72,7,4,2.195723017218999,30,1,3,At Risk
42136450,#2❤️BRAND NEW❤HIGH FLOOR❤ BTS-MRTWifi Washchine,29769376,Bird,Chatu Chak,13.81058,100.55715,Entire home/apt,1727,1,13,2022-12-01,0.37,12,52,8,4,7.2046821681270155,27,1,3,At Risk
42142423,MRT subway Wat Mangkon COZY condominium1,26736483,K,Samphanthawong,13.74048,100.51184,Entire home/apt,969,1,4,2022-07-12,0.27,89,360,2,2,5.20751305225914,169,1,2,At Risk
42142432,Cozy soi Silom 3 condo. #19 (BTS Saladaeng&MRT),26736483,K,Bang Rak,13.72475,100.53199,Entire home/apt,1874,16,15,2022-09-05,0.44,89,328,5,4,3.777003101224188,114,1,4,At Risk
42142442,Cozy soi Silom 3 condo. #18 (BTS Saladaeng&MRT),26736483,K,Bang Rak,13.72339,100.53265,Entire home/apt,1874,16,14,2022-12-20,0.41,89,356,10,4,3.815308846137441,8,1,4,At Risk
42145199,S.入住高端公寓/BTS Bang Chak/WiFi/1b.room,202687159,Steven,Phra Khanong,13.69097,100.59978,Entire home/apt,920,1,1,2020-10-15,0.04,12,170,0,2,7.428974196886341,804,5,1,Recent Visitors
42145765,素坤逸50巷酒店式公寓【开间】双床房BTS onnut,207453281,Hua,Khlong Toei,13.7059,100.60016,Entire home/apt,743,2,7,2022-11-01,0.95,20,105,7,1,6.192013986163517,57,1,3,At Risk
42145794,Cozy soi Silom 3 condo. #20 (BTS Saladaeng&MRT),26736483,K,Bang Rak,13.72511,100.53226,Entire home/apt,1874,16,9,2022-05-14,0.46,89,356,5,4,3.729625060921479,228,1,3,At Risk
42145844,素坤逸50巷 酒店式公寓双床房【开间】,207453281,Hua,Khlong Toei,13.70411,100.59974,Entire home/apt,743,2,1,2020-05-03,0.03,20,111,0,1,6.3024342467591055,969,5,1,Recent Visitors
42145873,素坤逸50巷 酒店式公寓【开间】双床房 BTS onnut,207453281,Hua,Phra Khanong,13.70392,100.59988,Entire home/apt,743,2,1,2022-11-18,0.73,20,116,1,1,6.328114746060002,40,1,1,Inactive
42146267,S.這是一個悠閒的宅焉焉小區/Near BTS Bang Chak/WiFi/1BR,202687159,Steven,Phra Khanong,13.6912,100.60009,Entire home/apt,950,1,1,2020-03-10,0.03,12,170,0,2,7.427984475204553,1023,5,1,Recent Visitors
42464666,2BED / Rama9/ near shopping mall,338084045,Kingkaew,Huai Khwang,13.75707,100.57028,Entire home/apt,3800,5,1,2020-02-27,0.03,1,181,0,5,1.7152215616885842,1035,5,1,Recent Visitors
42467547,NEW! Modern LUXURY 2BR - 1 min walk BTS SILOM,159420966,Rajasit,Bang Rak,13.72358,100.52987,Entire home/apt,2990,2,8,2022-11-15,1.3,8,359,8,5,4.037919086839682,43,1,3,At Risk
42469079,Janji room,338146536,จันจิ,Bueng Kum,13.84614,100.64104,Private room,1600,2,1,2020-03-09,0.03,1,180,0,3,14.187540951454237,1024,5,1,Recent Visitors
42469110,NEW! SPARKLE LUXURY -3FLOORS 6BR- 1 min BTS SILOM,159420966,Rajasit,Bang Rak,13.72586,100.52787,Entire home/apt,9590,2,2,2022-08-12,0.34,8,352,2,5,4.07278454673515,138,1,1,Inactive
42494254,High Floor Modern 1BR Suite BKK BTS Punnawithi 3m,268890846,Dorothy,Phra Khanong,13.69101,100.60891,Entire home/apt,1614,28,9,2022-11-13,0.26,1,126,5,4,8.041824328367293,45,1,3,At Risk
42494768,【8897】RAMA9商圈中心30平单身公寓/绝佳无边观景泳池/步行4分钟地铁/火车夜市/近机场线,299964391,Yao Yao,Din Daeng,13.75656,100.56491,Entire home/apt,1035,28,18,2022-09-30,0.52,4,280,13,2,1.345667504951246,89,1,4,At Risk
42494962,*Sales 30 days* amazing city view 1BR,18699637,Wilson,Ratchathewi,13.74889,100.55747,Entire home/apt,1657,30,4,2022-11-26,0.59,29,156,4,4,0.44594873787669903,32,1,2,At Risk
42495032,*Sales 30 days*amazing city view 1BR,18699637,Wilson,Ratchathewi,13.75059,100.55721,Entire home/apt,1529,30,2,2022-12-23,0.06,29,147,1,3,0.6240344759610399,5,1,1,Inactive
42497261,【8897】RAMA9 30sqm condo/Sky Pool/walk 4min to MRT,299964391,Yao Yao,Din Daeng,13.75679,100.56303,Entire home/apt,1035,28,29,2022-12-16,1.36,4,280,23,2,1.298662496737741,12,1,4,At Risk
42497551,30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),201677068,Curry,Ratchathewi,13.75089,100.55636,Entire home/apt,2527,3,2,2020-06-17,0.06,228,356,0,4,0.697195376781603,924,5,1,Recent Visitors
42148083,"52F 网红SkyBar, 机场快线与MRT 交汇站，Asok，T21，火车夜市，暹罗广场，四面佛",73711471,Grace,Ratchathewi,13.75113,100.55682,Entire home/apt,2500,15,6,2022-08-07,0.17,1,175,1,4,0.6962681698173973,143,1,3,At Risk
42703301,THE INSPIRED LUXURY:1 BR/POOL/MRT,79624768,Eva,Huai Khwang,13.75441,100.57644,Entire home/apt,1514,2,9,2022-11-28,0.7,44,82,8,3,2.0596371601473993,30,1,3,At Risk
42703427,THE FABULOUS STUDIO@ASOKE/WIFI/BTS/MRT/POOL,79624768,Eva,Vadhana,13.73861,100.56019,Entire home/apt,1829,2,49,2022-12-12,1.58,44,84,28,4,0.7649524657874721,16,1,5,At Risk
42704032,FULL RELAXING LUXURY :1 BR /POOL /MRT,79624768,Eva,Huai Khwang,13.75497,100.57574,Entire home/apt,1336,2,22,2022-11-22,0.65,44,77,9,3,2.024800279798741,36,1,4,At Risk
42710449,"28SQM Studio, Ratchathewi BTS, SIAM, MBK, Platinum",334215432,LKN Grand,Ratchathewi,13.75328,100.52811,Entire home/apt,879,1,21,2022-12-08,0.86,3,278,17,2,3.524459905462528,20,1,4,At Risk
42746012,The Mulberry Bangkok Khaosan Road (Compact Queen),320845302,The Mulberry Bangkok,Phra Nakhon,13.75756,100.49809,Private room,1336,1,1,2022-08-17,0.22,6,240,1,3,6.7966436524796805,133,1,1,Inactive
42746263,The Mulberry Bangkok Khaosan Road (Superior King),320845302,The Mulberry Bangkok,Phra Nakhon,13.75755,100.498,Private room,1336,1,11,2022-12-14,2.26,6,339,11,3,6.8059716816271285,14,1,3,At Risk
42748418,Stunning Luxury high-end condo unit. at BTS*ASOKE*,59404450,Witchulada,Vadhana,13.73875,100.56125,Private room,1590,60,1,2021-11-24,0.08,1,282,0,3,0.7659612799927898,399,1,1,Inactive
42634969,CozyCondo @ Hua mak station,28593807,Maneerat,Suanluang,13.73479,100.64233,Entire home/apt,500,28,1,2022-11-30,1.0,1,327,1,1,9.013624907602722,28,1,1,Inactive
42751164,Living Cozy @ Ideo mobi Sukhumvit 5 mins Bitech,67901237,Patsina,Bang Na,13.66547409921456,100.60374556743068,Entire home/apt,1000,4,27,2022-11-29,0.79,6,315,18,2,10.05442349751998,29,1,4,At Risk
42764118,"28SQM Studio, Ratchathewi BTS, SIAM, MBK, Platinum",334215432,LKN Grand,Ratchathewi,13.75271,100.52963,Private room,770,1,22,2022-11-09,2.32,3,299,22,1,3.3497238969351173,49,1,4,At Risk
42498054,2 Cozy Bedrooms Condominium in Ekkamai,59257865,Khanittha And Kavin,Vadhana,13.73065,100.59134,Entire home/apt,3500,7,1,2022-05-14,0.13,1,354,1,5,3.79504058985549,228,1,1,Inactive
42498143,1BR+Infinity pool+Sky Gym at Sukhumvit 71-Ekamai,21393261,SiamLife,Suanluang,13.74155,100.60056,Entire home/apt,1000,7,1,2022-06-30,0.16,17,199,1,2,4.439265544715599,181,1,1,Inactive
42504222,Authentic Studio Ploenchit-Chidlom-Siam W/Sky Pool,117992287,SABAI Guests,Parthum Wan,13.74714,100.54954,Private room,1250,28,20,2022-11-26,0.58,6,195,8,3,1.1150375675064608,32,1,4,At Risk
42522091,New!Near The Grand Palace/ASOK Station/4PPL,201677068,Curry,Khlong Toei,13.73549,100.55721,Entire home/apt,3268,1,11,2022-11-27,1.07,228,355,11,5,1.1410091355289849,31,1,3,At Risk
42522179,Supalai in Huaykhang,338084920,Chommanan,Huai Khwang,13.76603,100.57826,Entire home/apt,3300,19,1,2020-02-29,0.03,1,181,0,5,3.0294848359845306,1033,5,1,Recent Visitors
42649985,20% OFF Big Room Amazing River View Sunset Balcony,19266319,Alex,Bang Rak,13.72798,100.5164,Entire home/apt,2750,28,1,2021-03-26,0.05,36,242,0,5,5.070192882161961,642,1,1,Inactive
42524032,2BR！New! Near The Grand Palace/ASOK Station/4PPL,201677068,Curry,Khlong Toei,13.73614,100.55768,Entire home/apt,4586,1,23,2022-12-25,0.67,228,350,21,5,1.0595779228203699,3,1,4,At Risk
42528616,A Best Location 1min walk to BTS On Nut Ideo Mobi,103825017,Luesak,Phra Khanong,13.70413,100.60278,Private room,580,28,7,2022-11-30,0.23,2,148,4,1,6.531121201679152,28,1,3,At Risk
42544975,Delux Twin  bed,311771988,Nattapong,Lat Krabang,13.71937,100.76629,Private room,650,1,7,2022-12-10,0.2,2,365,6,1,22.529184277538857,18,1,3,At Risk
42545666,sky pool/Sukhumvit/Prom Prong/asok/Terminal 21/gym,201677068,Curry,Vadhana,13.73436,100.56512,Entire home/apt,2845,1,5,2022-10-31,0.15,228,359,2,5,1.3649891179219633,58,1,2,At Risk
42650762,BTS Aree / near Aree Villa shopping mall,339785244,Ponnida,Phaya Thai,13.78076,100.54453,Entire home/apt,3350,1,1,2020-03-06,0.03,1,180,0,5,4.2317130167278405,1027,5,1,Recent Visitors
42654223,2BR Apt 5 mins to BTS​ Phrakanong​,79722098,Nuan,Vadhana,13.71568,100.59789,Entire home/apt,1590,1,16,2022-11-13,2.4,7,108,16,3,5.285830694140242,45,1,4,At Risk
42670328,New!  La Chada Night Market 1BR 2PPL near MRT,52161947,Noons,Huai Khwang,13.77185,100.58052,Entire home/apt,1057,1,2,2020-05-14,0.06,99,0,0,2,3.681897562657068,958,5,1,Recent Visitors
42671971,Nice one bedroom near skytrain Ari BTS station,339955146,มานะ,Phaya Thai,13.779077,100.541187,Entire home/apt,850,2,3,2022-12-26,0.74,1,317,3,2,4.21991073891714,2,1,2,At Risk
42676072,"Grey Life /Near Central world, king power, siam",133849226,Aidan,Ratchathewi,13.7493,100.55603,Entire home/apt,2071,28,1,2022-12-20,1.0,20,156,1,4,0.5785452693747362,8,1,1,Inactive
42678154,15 minutes to Hua Mak entire FT in apartment hotel,292752610,Hongxiu,Suanluang,13.71393,100.61818,Private room,800,15,3,2021-06-06,0.11,4,179,0,1,7.224576050639522,570,1,2,At Risk
42695032,Ratchathewi BTS/ 28 sqm/studio,327236838,Pimsorn,Ratchathewi,13.75323,100.53377,Entire home/apt,3300,1,1,2020-03-10,0.03,1,91,0,5,2.9330123314288974,1023,5,1,Recent Visitors
42945988,Place Rama9/Huaykhang/Rama9,341929559,Atichat,Huai Khwang,13.75731,100.57204,Entire home/apt,1820,1,1,2020-04-15,0.03,1,91,0,4,1.8659743711093741,987,5,1,Recent Visitors
42949296,TheLinePDPcondo，BTSwalk600mhighfloor+freewifi一房,172820753,AliceGuo郭美,Phaya Thai,13.79252,100.53986,Entire home/apt,900,30,15,2022-12-02,0.64,17,134,11,2,5.626947936437135,26,1,4,At Risk
42956572,BANGKOK Chao Phraya River 1 BR. Suite RIVER VIEW,151783029,Aek,Bang Sue,13.81185,100.52229,Entire home/apt,800,28,1,2022-12-01,1.0,1,138,1,1,8.381578770423436,27,1,1,Inactive
42782387,Safe heaven & Resort life in Sathorn ❤ of Bangkok,340735249,Li,Sathon,13.71065,100.52067,Entire home/apt,2200,3,26,2022-12-11,0.77,1,301,14,4,5.7190176547142055,17,1,4,At Risk
42785473,Living Naraa Sathorn/Near BRT/ Deluxe 2Bedrooms,237763185,"Living Naraa,",Sathon,13.71532,100.532,Private room,1300,1,2,2022-12-07,0.19,5,85,2,3,4.48779588246328,21,1,1,Inactive
42797270,"bamboo garden, 竹林93二",325769559,MingCheng,Wang Thong Lang,13.78218,100.62562,Entire home/apt,500,1,2,2020-03-24,0.06,9,330,0,1,8.2011986061466,1009,5,1,Recent Visitors
42700032,THE HEARTFELT SKY : 2 BR / MRT/ POOL,79624768,Eva,Huai Khwang,13.76112,100.57031,Entire home/apt,3757,1,20,2022-12-10,0.65,44,75,10,5,2.072795229559084,18,1,4,At Risk
42700804,THE PERFECT BLUE SKY 2BR /MRT /POOL,79624768,Eva,Huai Khwang,13.7593,100.56859,Entire home/apt,3457,1,30,2022-12-09,0.96,44,88,19,5,1.8026991206272254,19,1,4,At Risk
42701038,THE AUTUMN PEARL SUITE 1 BR : POOL/WIFI/RAMA9/RCA,79624768,Eva,Huai Khwang,13.75521,100.57565,Entire home/apt,1336,2,27,2022-11-14,0.82,44,44,12,3,2.0303851805815616,44,1,4,At Risk
42701996,37 FL WARM HOUSE LUXURY:2BR /MRT /POOL,79624768,Eva,Huai Khwang,13.76063,100.56804,Entire home/apt,3514,1,23,2022-11-17,0.83,44,85,15,5,1.8999385078612399,41,1,4,At Risk
42702432,THE PERFECT LIVING SUITE : 1 BR /MRT /POOL /WIFI,79624768,Eva,Huai Khwang,13.75355,100.5763,Entire home/apt,1486,2,19,2022-11-29,0.57,44,87,6,3,2.002301091498737,29,1,4,At Risk
42702786,PARADISE SKY LUXURY : 1 BR  WIFI/RAMA9/ASOKE,79624768,Eva,Huai Khwang,13.75507,100.57618,Entire home/apt,1557,2,11,2022-12-06,0.37,44,72,10,3,2.0713081065383023,22,1,3,At Risk
43163766,New! C2 : BKK 3min Udomsuk BTS sky train Sukhumvit,93677011,Rainy,Bang Na,13.67592,100.60761,Private room,907,1,1,2022-07-06,0.17,11,74,1,2,9.279860873004015,175,1,1,Inactive
43163906,New! B3 : BKK 3min Udomsuk BTS sky train Sukhumvit,93677011,Rainy,Bang Na,13.67774,100.6077,Private room,729,1,1,2022-07-30,0.2,11,165,1,1,9.11902385810652,151,1,1,Inactive
43163963,New! A2 : BKK 3min Udomsuk BTS sky train Sukhumvit,93677011,Rainy,Bang Na,13.67565,100.60842,Private room,429,2,6,2022-11-28,0.79,11,81,6,1,9.353728046514691,30,1,3,At Risk
43163996,New! A1 : BKK 3min Udomsuk BTS sky train Sukhumvit,93677011,Rainy,Bang Na,13.67676,100.60795,Private room,429,2,4,2022-12-02,1.32,11,82,4,1,9.22365265057999,26,1,2,At Risk
42798165,near Central Chidlom/Chidlom station,340891938,Natcha,Parthum Wan,13.74824,100.54299,Entire home/apt,3600,1,1,2020-03-14,0.03,1,90,0,5,1.8337909575213935,1019,5,1,Recent Visitors
42798404,"bamboo garden, 竹林93三",325769559,MingCheng,Bang Kapi,13.7907,100.62832,Entire home/apt,500,1,1,2020-03-26,0.03,9,55,0,1,8.946652632632622,1007,5,1,Recent Visitors
42798429,near Singha Complex/,340892838,Yapenpak,Huai Khwang,13.74927,100.56672,Entire home/apt,3600,1,1,2020-03-14,0.03,1,91,0,5,0.8644787886740668,1019,5,1,Recent Visitors
42799228,new！bts  on nut /1bed room,67585919,Summer,Phra Khanong,13.70483,100.60336,Entire home/apt,1460,1,23,2022-09-21,0.69,25,362,16,3,6.522327719883604,98,1,4,At Risk
42800779,Sukhumvit 31 Stunning Suite,49748174,Chu & Dylan,Vadhana,13.73893,100.56704,Entire home/apt,3000,2,43,2022-12-21,2.5,1,2,39,5,1.07587586599331,7,1,5,At Risk
42810605,Nana Area - Twin Bed for 2 paxs,323984236,Nick,Khlong Toei,13.73596,100.55513,Private room,631,1,14,2022-09-18,0.41,2,143,12,1,1.166955294739541,101,1,4,At Risk
42815885,Cozy 2 bedroom condo in great location,62315751,Suci,Ratchathewi,13.75053,100.5549,Entire home/apt,2829,2,5,2022-12-15,2.08,1,338,5,5,0.761395003597788,13,1,2,At Risk
42817755,A1. LUXURY CONDO Q CHIDLOM PHETCHABURI,138870859,David,Parthum Wan,13.74828,100.54507,Entire home/apt,1300,28,1,2022-09-29,0.33,26,179,1,3,1.6131739490986465,90,1,1,Inactive
42817925,"C1. Q CHIDLOM,  2 BEDS, 2 TOILETS WITH BATH",138870859,David,Ratchathewi,13.74955,100.54501,Entire home/apt,2000,29,3,2022-10-09,0.6,26,166,3,4,1.651916335006128,80,1,2,At Risk
42818667,"Great long stay, BTS ThongLo connect+free Wi-Fi",52134819,Jeremy,Khlong Toei,13.72449,100.5764,Entire home/apt,1100,30,10,2022-11-07,0.29,3,301,5,2,2.9435518028500605,51,1,3,At Risk
42818933,New Modern 2 Bedroom near Airport Rail Link,233942660,Kritsana,Bang Kapi,13.746672,100.606216,Entire home/apt,1690,3,13,2022-12-12,1.81,6,51,13,4,5.030915095835189,16,1,3,At Risk
42821276,SPACIOUS 120 SQM 2 BEDROOMS + KITCHEN AND BATHTUB,214292552,Mint,Vadhana,13.74392,100.57296,Entire home/apt,3500,1,4,2022-11-28,0.56,4,361,4,5,1.4433265520547387,30,1,2,At Risk
42822500,Thonglor 1 BR Apartment with pool,64995250,Bee,Vadhana,13.73345,100.5805,Entire home/apt,1590,5,7,2022-12-03,1.27,9,155,7,3,2.6141561437813,25,1,3,At Risk
42822864,Ramkamheng/ near Airport raik link,338092723,Dawprasuk,Bang Kapi,13.74736,100.60524,Entire home/apt,1750,2,1,2020-03-15,0.03,1,90,0,4,4.927964347538427,1018,5,1,Recent Visitors
42958306,sansuk,342045019,กำไล,Bang Sue,13.81188,100.52217,Private room,1700,2,1,2020-04-07,0.03,1,180,0,4,8.390756347478229,995,5,1,Recent Visitors
42958483,รุ่งอรุณ,342045751,มณฑาทิพย์,Bang Phlat,13.79054,100.47448,Private room,3300,1,1,2020-03-29,0.03,1,180,0,5,10.477648727226448,1004,5,1,Recent Visitors
42959899,We House,12099940,Sutadda,Din Daeng,13.79145,100.5709,Private room,900,1,1,2022-12-12,1.0,1,365,1,2,5.224813152018152,16,1,1,Inactive
42960561,Cozy Room2B2B/ Rooftop Pool Lux.2BR. 4PAX./ SK24,235377495,Jang Kanyanat,Khlong Toei,13.72722,100.5668,Entire home/apt,3206,16,5,2022-10-26,0.49,5,149,5,5,2.1636542173847078,63,1,2,At Risk
42960673,"Free-space in city apartment,Balcony, parking(87)",76375764,Chanipa,Vadhana,13.71408,100.59532,Private room,1321,4,7,2022-12-21,1.53,2,142,7,3,5.188600838074531,7,1,3,At Risk
42827903,"Chapter one eco, beau F2 à Bangkok huai khwang",341092030,Vongphet,Huai Khwang,13.7698,100.58397,Entire home/apt,1045,30,1,2021-12-24,0.08,1,33,0,2,3.7555443400220696,369,1,1,Inactive
42845422,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /Wifi,341188013,Kara,Sathon,13.71011,100.52045,Entire home/apt,1330,1,19,2022-12-08,0.58,32,363,12,3,5.776948302225589,20,1,4,At Risk
43173562,Studio Executive @ Oakwood Suites Bangkok,342783799,Apicha,Khlong Toei,13.72943,100.56942,Private room,9129,1,2,2022-06-24,0.32,9,364,2,5,2.0655165015428807,187,1,1,Inactive
43181671,Your local Bangkok friend!,343843770,SOVA Hotel,Khlong Toei,13.72562,100.56554,Private room,1150,1,1,2022-11-10,0.61,1,365,1,2,2.2888371220743244,48,1,1,Inactive
42846298,นีน่า,341190723,Pichayanin,Chatu Chak,13.8312,100.54164,Private room,3500,1,1,2020-03-24,0.03,1,180,0,5,9.680038434788056,1009,5,1,Recent Visitors
42846953,New!  city center / ASOK Station / 2PPL 1BR,201677068,Curry,Khlong Toei,13.72307,100.5616,Entire home/apt,1919,1,89,2022-12-20,2.71,228,350,44,4,2.4908814853514984,8,1,5,At Risk
42847547,New!Near The Grand Palace/ASOK Station/4PPL,341188013,Kara,Khlong Toei,13.73404,100.55893,Entire home/apt,3086,1,29,2022-12-12,2.87,32,356,29,5,1.2716584032553055,16,1,4,At Risk
42849087,bts thonglo/1bedroom/swiming pool,67585919,Summer,Khlong Toei,13.71678,100.57742,Entire home/apt,1581,3,11,2022-06-11,0.33,25,89,7,3,3.7107676596845987,200,1,3,At Risk
42849549,NEW LISTED Bright Ratchada Flat MRT Suttisan,184339795,Atikun,Huai Khwang,13.78584,100.58453,Entire home/apt,695,28,7,2022-11-22,0.22,4,310,4,1,5.2070226154421135,36,1,3,At Risk
42972649,Central Bangkok 高档公寓-20,149897292,Dom,Ratchathewi,13.75117,100.54071,Entire home/apt,1550,30,1,2020-06-08,0.03,9,56,0,3,2.1486193283919177,933,5,1,Recent Visitors
42977945,"Thonglor station, have 7-11 in building",340137106,Thanapak,Khlong Toei,13.72373,100.57652,Entire home/apt,3620,1,1,2020-03-27,0.03,1,271,0,5,3.0182199600684547,1006,5,1,Recent Visitors
42978948,2 BR · Best Family Room in Sukhumvit,342182060,Rembrandt Sukhumvit,Khlong Toei,13.73294,100.56388,Private room,4418,1,2,2022-12-19,0.91,6,332,2,5,1.4617081392659006,9,1,1,Inactive
42979030,Premier · Value Room @ Rembrandt Sukhumvit,342182060,Rembrandt Sukhumvit,Khlong Toei,13.73083,100.56455,Private room,2010,1,1,2022-11-19,0.75,6,362,1,4,1.7061247898798704,39,1,1,Inactive
42979042,1 BR Suite - Asok Suite @ Rembrandt Sukhumvit,342182060,Rembrandt Sukhumvit,Khlong Toei,13.73255,100.56476,Private room,3104,1,7,2022-12-03,1.21,6,363,7,5,1.5340397411623707,25,1,3,At Risk
42984134,Fancy room/best for vacation&journey 适合度假，每客消毒,158654054,Erica,Khlong Toei,13.71643,100.56966,Entire home/apt,904,3,6,2022-11-20,0.66,27,335,6,2,3.3922327277273943,38,1,3,At Risk
42991384,Central Bangkok luxury condominium-27,149897292,Dom,Ratchathewi,13.75358,100.52895,Entire home/apt,1800,60,2,2020-06-13,0.06,9,70,0,4,3.444882799324953,928,5,1,Recent Visitors
42850656,1989曼谷拉差达旅舍4张床宿舍公用浴室,339476521,认证手机用户0700,Din Daeng,13.7921,100.56456,Private room,2000,1,1,2020-03-14,0.03,3,365,0,4,5.181334853981364,1019,5,1,Recent Visitors
42850728,泰国曼谷房屋,339476521,认证手机用户0700,Chatu Chak,13.80707,100.56294,Private room,2000,1,1,2020-03-14,0.03,3,365,0,4,6.819935731545302,1019,5,1,Recent Visitors
43213291,BTS/ supermarket/ night market  曼谷娱乐办公全能 大优惠,1233171,Travis,Phra Khanong,13.70455,100.60432,Entire home/apt,1500,30,5,2022-11-10,0.22,6,314,3,3,6.619043102183112,48,1,2,At Risk
43216928,"Nana-Sukhumvit-Asoke, 60 sqm., bathtub, balcony.",29498484,Mr.Kitichai,Vadhana,13.741538,100.558578,Entire home/apt,1700,30,4,2022-09-02,0.51,1,35,4,4,0.45613002598935,117,1,2,At Risk
42866320,TC Green Rama 9 Free wifi free electric free water,289953179,Shumin,Huai Khwang,13.75423,100.57441,Entire home/apt,980,7,8,2022-08-15,0.24,2,262,4,2,1.8593556573135523,135,1,3,At Risk
42992449,Sunny Balcony Studio-Lumpini MRT/Park/Sathon,15214203,Bee,Sathon,13.72073,100.54795,Entire home/apt,1730,1,9,2022-10-09,0.43,29,219,7,4,3.0222841906017104,80,1,3,At Risk
42996297,Studio room at The Trendy Sukhumvit 13 Central BKK,252759762,Dalinporn,Vadhana,13.74052,100.55684,Entire home/apt,550,30,2,2021-05-14,0.1,6,0,0,1,0.6334104055124427,593,1,1,Inactive
43004085,350m to BTS Ratchathewi/600m to Pratunam,342353328,Phanida,Ratchathewi,13.75214,100.53449,Entire home/apt,3530,1,2,2022-08-28,0.06,1,270,1,5,2.824922166364372,122,1,1,Inactive
43231736,Condo on Rama4 road. Near BTS,344260949,Pel,Khlong Toei,13.71239,100.57941,Entire home/apt,5000,7,1,2020-06-13,0.03,1,180,0,5,4.238392267530158,928,5,1,Recent Visitors
42875527,Chic House 5min walk to MRT by Sukhumvit Soi 16,341404183,Chomphunuth,Khlong Toei,13.72537,100.56351,Entire home/apt,3971,3,18,2022-12-10,0.53,1,318,12,5,2.2655621037808507,18,1,4,At Risk
43005171,asoke residence duplex/19th floor,342358551,Naphasorn,Ratchathewi,13.75404,100.56343,Entire home/apt,3520,1,1,2020-03-29,0.03,1,364,0,5,1.0259058929899558,1004,5,1,Recent Visitors
43007846,1 min to BTS Udomsuk / Washing Machine / Sky Pool,342370744,Yuttana,Bang Na,13.68016,100.61102,Entire home/apt,1043,14,10,2022-12-03,0.31,1,62,7,2,9.114278359608258,25,1,3,At Risk
43232084,素坤逸私人studio/泳池/健身房/步行BTS/零距离商场/美食聚集地/中英/赠送口罩,264864968,Tricia,Khlong Toei,13.70406,100.59366,Entire home/apt,900,30,2,2021-12-02,0.09,44,37,0,2,5.874505583619784,391,1,1,Inactive
42898423,cozy condo in Sathorn  **near BTS**free mask,276781306,Alex,Sathon,13.71047,100.51888,Entire home/apt,1157,3,23,2022-11-26,0.68,13,176,4,2,5.8765513505423055,32,1,4,At Risk
42898636,modern loft in bangkok /free mask,276781306,Alex,Sathon,13.71226,100.51912,Entire home/apt,1580,1,14,2022-12-15,0.43,13,188,9,3,5.727904639620849,13,1,4,At Risk
42898692,Nattaya home away from home,72097387,Nattaya,Chom Thong,13.71206,100.46647,Entire home/apt,1074,10,3,2022-12-09,1.3,1,153,3,2,10.742730810278136,19,1,2,At Risk
42900793,BKK High Floor Superb View New Renovated Condo 超级好,13397877,Vanessa,Bang Na,13.68052,100.61199,Entire home/apt,999,3,11,2022-12-09,0.83,1,331,9,2,9.147198623491391,19,1,3,At Risk
42906014,New!  2BR 4ppl/SurasakBTS Sathorn,201677068,Curry,Sathon,13.71071,100.51908,Entire home/apt,2100,1,22,2022-12-14,0.7,228,357,20,4,5.8427787869237156,14,1,4,At Risk
42918882,New!  La Chada Night Market studio 2PPL near MRT,341188013,Kara,Huai Khwang,13.77313,100.58023,Entire home/apt,1000,1,1,2020-06-13,0.03,32,0,0,2,3.7764644267749796,928,5,1,Recent Visitors
42919866,1bed in Rama9 road/ near Airport Ramkamheng,341361309,Aitthipol,Bang Kapi,13.74956,100.60634,Entire home/apt,1720,2,1,2020-03-21,0.03,1,180,0,4,5.062531873364258,1012,5,1,Recent Visitors
42931540,Near The Grand Palace/ASOK Station/Sukhumvit 5mins,341188013,Kara,Khlong Toei,13.73573,100.55921,Entire home/apt,2179,1,16,2022-09-06,0.48,32,361,11,4,1.0832243776190824,113,1,4,At Risk
42932033,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool / Wifi,341188013,Kara,Sathon,13.7123,100.52073,Entire home/apt,2100,1,27,2022-12-02,0.82,32,357,14,4,5.592632423043371,26,1,4,At Risk
43249063,CBD Copious 1 Bedroom+Bathtub+Balcony//LumpiniMRT,15214203,Bee,Sathon,13.72065,100.5482,Entire home/apt,2650,1,1,2020-07-31,0.03,29,161,0,5,3.019061456724416,880,5,1,Recent Visitors
42935971,Riverside Paradise,77274317,Andrea,Khlong San,13.73135,100.50951,Entire home/apt,5671,2,8,2022-07-31,1.03,1,83,8,5,5.651248131823923,150,1,3,At Risk
42943758,Studio room 24 sqm./ BTS Chong Nonsi : Silom,334211206,Pemikapas,Bang Rak,13.72426,100.52953,Private room,1871,1,32,2022-10-11,1.26,3,24,27,4,4.022949659398558,78,1,4,At Risk
42945081,30days! Sukhumvit NANA spacious 1BR  near BTS ARL,341188013,Kara,Ratchathewi,13.75098,100.55436,Entire home/apt,1466,3,18,2022-12-01,0.56,32,361,13,3,0.8377009940663894,27,1,4,At Risk
